city,hotel_name,room_type_name,price,checkin,checkout,url
Lisbon,"VIP Executive Arts Hotel, Lisbon (updated prices 2026)",Double or Twin Room,1793501.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/viparts.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3862002_0_2_0_0&highlighted_blocks=3862002_0_2_0_0&matching_block_id=3862002_0_2_0_0&sr_pri_blocks=3862002_0_2_0_0__8786&from_sustainable_property_sr=1&from=searchresults
Lisbon,"VIP Executive Arts Hotel, Lisbon (updated prices 2026)",Double or Twin Room,2122882.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/viparts.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3862002_0_2_0_0&highlighted_blocks=3862002_0_2_0_0&matching_block_id=3862002_0_2_0_0&sr_pri_blocks=3862002_0_2_0_0__8786&from_sustainable_property_sr=1&from=searchresults
Lisbon,"VIP Executive Arts Hotel, Lisbon (updated prices 2026)",Standard Single Room,2041233.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/viparts.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3862002_0_2_0_0&highlighted_blocks=3862002_0_2_0_0&matching_block_id=3862002_0_2_0_0&sr_pri_blocks=3862002_0_2_0_0__8786&from_sustainable_property_sr=1&from=searchresults
Lisbon,Suites,Double Room with Private Bathroom,1183915.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-sabino-de-sousa-1a-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1680645212_439826056_2_0_0&highlighted_blocks=1680645212_439826056_2_0_0&matching_block_id=1680645212_439826056_2_0_0&sr_pri_blocks=1680645212_439826056_2_0_0__5800&from=searchresults
Lisbon,Suites,Double Room with Private Bathroom,1285977.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-sabino-de-sousa-1a-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1680645212_439826056_2_0_0&highlighted_blocks=1680645212_439826056_2_0_0&matching_block_id=1680645212_439826056_2_0_0&sr_pri_blocks=1680645212_439826056_2_0_0__5800&from=searchresults
Lisbon,Suites,Double Room with Private Bathroom,1388038.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-sabino-de-sousa-1a-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1680645212_439826056_2_0_0&highlighted_blocks=1680645212_439826056_2_0_0&matching_block_id=1680645212_439826056_2_0_0&sr_pri_blocks=1680645212_439826056_2_0_0__5800&from=searchresults
Lisbon,"Olissippo Marquês de Sá, Lisbon (updated prices 2026)",Double or Twin Room,2571956.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/olissippo-marques-de-sa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3893408_329703894_0_1_0&highlighted_blocks=3893408_329703894_0_1_0&matching_block_id=3893408_329703894_0_1_0&sr_pri_blocks=3893408_329703894_0_1_0__12600&from=searchresults
Lisbon,"Vila Nova Guesthouse, Lisbon (updated prices 2026)",Superior Double Room,2265769.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/residencial-vila-nova.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=17569106_382837686_0_0_0&highlighted_blocks=17569106_382837686_0_0_0&matching_block_id=17569106_382837686_0_0_0&sr_pri_blocks=17569106_382837686_0_0_0__11100&from=searchresults
Lisbon,"Vila Nova Guesthouse, Lisbon (updated prices 2026)",Superior Twin Room,2469892.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/residencial-vila-nova.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=17569106_382837686_0_0_0&highlighted_blocks=17569106_382837686_0_0_0&matching_block_id=17569106_382837686_0_0_0&sr_pri_blocks=17569106_382837686_0_0_0__11100&from=searchresults
Lisbon,"Vila Nova Guesthouse, Lisbon (updated prices 2026)",Single Room,1877934.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/residencial-vila-nova.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=17569106_382837686_0_0_0&highlighted_blocks=17569106_382837686_0_0_0&matching_block_id=17569106_382837686_0_0_0&sr_pri_blocks=17569106_382837686_0_0_0__11100&from=searchresults
Lisbon,"Olissippo Oriente, Lisbon (updated prices 2026)",Double or Twin Room,3029829.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/olissippo-oriente.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3914711_0_2_1_0&highlighted_blocks=3914711_0_2_1_0&matching_block_id=3914711_0_2_1_0&sr_pri_blocks=3914711_0_2_1_0__14843&from=searchresults
Lisbon,"Olissippo Oriente, Lisbon (updated prices 2026)",Double or Twin Room,3225148.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/olissippo-oriente.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3914711_0_2_1_0&highlighted_blocks=3914711_0_2_1_0&matching_block_id=3914711_0_2_1_0&sr_pri_blocks=3914711_0_2_1_0__14843&from=searchresults
Lisbon,"Olissippo Oriente, Lisbon (updated prices 2026)",Junior Suite,4654011.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/olissippo-oriente.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3914711_0_2_1_0&highlighted_blocks=3914711_0_2_1_0&matching_block_id=3914711_0_2_1_0&sr_pri_blocks=3914711_0_2_1_0__14843&from=searchresults
Lisbon,"Olissippo Oriente, Lisbon (updated prices 2026)",Double or Twin Room with Extra Bed (3 Adults),4449888.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/olissippo-oriente.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3914711_0_2_1_0&highlighted_blocks=3914711_0_2_1_0&matching_block_id=3914711_0_2_1_0&sr_pri_blocks=3914711_0_2_1_0__14843&from=searchresults
Lisbon,"Apartment in Lisbon's Lively City Centre, Lisbon (updated prices 2026)",Two-Bedroom Apartment,3550521.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/quiet-apartment-in-central-lisbon.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1692843801_440954808_3_0_0&highlighted_blocks=1692843801_440954808_3_0_0&matching_block_id=1692843801_440954808_3_0_0&sr_pri_blocks=1692843801_440954808_3_0_0__17394&from=searchresults
Lisbon,"Ibis Styles Lisboa Centro Marquês de Pombal, Lisbon (updated prices 2026)",Standard Queen Room,2360482.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/hoteleduardovii.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3882911_95163226_2_2_0&highlighted_blocks=3882911_95163226_2_2_0&matching_block_id=3882911_95163226_2_2_0&sr_pri_blocks=3882911_95163226_2_2_0__11564&from_sustainable_property_sr=1&from=searchresults
Lisbon,"Ibis Styles Lisboa Centro Marquês de Pombal, Lisbon (updated prices 2026)",Superior Queen Room,2454378.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/hoteleduardovii.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3882911_95163226_2_2_0&highlighted_blocks=3882911_95163226_2_2_0&matching_block_id=3882911_95163226_2_2_0&sr_pri_blocks=3882911_95163226_2_2_0__11564&from_sustainable_property_sr=1&from=searchresults
Lisbon,"Ibis Styles Lisboa Centro Marquês de Pombal, Lisbon (updated prices 2026)",Superior Twin Room,2454378.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/hoteleduardovii.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=3882911_95163226_2_2_0&highlighted_blocks=3882911_95163226_2_2_0&matching_block_id=3882911_95163226_2_2_0&sr_pri_blocks=3882911_95163226_2_2_0__11564&from_sustainable_property_sr=1&from=searchresults
Lisbon,"ibis Styles Lisboa Aeroporto, Lisbon (updated prices 2026)",Standard Room,3408859.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/ibis-styles-lisboa-aeroporto.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1206350906_392899286_2_2_0&highlighted_blocks=1206350906_392899286_2_2_0&matching_block_id=1206350906_392899286_2_2_0&sr_pri_blocks=1206350906_392899286_2_2_0__16700&from=searchresults
Lisbon,"ibis Styles Lisboa Aeroporto, Lisbon (updated prices 2026)",Superior Twin Room,4225352.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/ibis-styles-lisboa-aeroporto.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1206350906_392899286_2_2_0&highlighted_blocks=1206350906_392899286_2_2_0&matching_block_id=1206350906_392899286_2_2_0&sr_pri_blocks=1206350906_392899286_2_2_0__16700&from=searchresults
Lisbon,"ibis Styles Lisboa Aeroporto, Lisbon (updated prices 2026)",Premium Room with Terrace.,5041845.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/ibis-styles-lisboa-aeroporto.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1206350906_392899286_2_2_0&highlighted_blocks=1206350906_392899286_2_2_0&matching_block_id=1206350906_392899286_2_2_0&sr_pri_blocks=1206350906_392899286_2_2_0__16700&from=searchresults
Lisbon,"ibis Styles Lisboa Aeroporto, Lisbon (updated prices 2026)",Deluxe Suite,6062462.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/ibis-styles-lisboa-aeroporto.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1206350906_392899286_2_2_0&highlighted_blocks=1206350906_392899286_2_2_0&matching_block_id=1206350906_392899286_2_2_0&sr_pri_blocks=1206350906_392899286_2_2_0__16700&from=searchresults
Lisbon,Hotel Infante Santo,Standard Double Room,1816697.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/infante-santo-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1477523901_419204103_2_2_0&highlighted_blocks=1477523901_419204103_2_2_0&matching_block_id=1477523901_419204103_2_2_0&sr_pri_blocks=1477523901_419204103_2_2_0__8900&from=searchresults
Lisbon,Hotel Infante Santo,Superior Double or Twin Room,2184119.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/infante-santo-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1477523901_419204103_2_2_0&highlighted_blocks=1477523901_419204103_2_2_0&matching_block_id=1477523901_419204103_2_2_0&sr_pri_blocks=1477523901_419204103_2_2_0__8900&from=searchresults
Lisbon,Hotel Infante Santo,Deluxe Double or Twin Room with Balcony,2735252.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/infante-santo-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1477523901_419204103_2_2_0&highlighted_blocks=1477523901_419204103_2_2_0&matching_block_id=1477523901_419204103_2_2_0&sr_pri_blocks=1477523901_419204103_2_2_0__8900&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Single Room with Private Bathroom,1816697.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Single Room with Private Bathroom,1816697.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar,Single Room with Private Bathroom,1816697.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1564968002_427600181_2_0_0&highlighted_blocks=1564968002_427600181_2_0_0&matching_block_id=1564968002_427600181_2_0_0&sr_pri_blocks=1564968002_427600181_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Double Room with Private Bathroom,2306595.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
Lisbon,Suites Almirante Reis 4 Andar E,Single Room with Private Bathroom,1714636.0,2026-08-08,2026-08-09,https://www.booking.com/hotel/pt/suites-almirante-reis-4-andar-arroios-lisboa.html?aid=842265&label=mkt123sc-10f81c0b-813f-44f9-98b8-718eb47bb7bc&ucfs=1&arphpl=1&checkin=2026-08-08&checkout=2026-08-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f59bb993501ce&srepoch=1784983554&all_sr_blocks=1565239011_427881150_2_0_0&highlighted_blocks=1565239011_427881150_2_0_0&matching_block_id=1565239011_427881150_2_0_0&sr_pri_blocks=1565239011_427881150_2_0_0__11300&from=searchresults
